Company,Product,TypeName,Inches,ScreenResolution,Name CPU,CPU Speed,Ram,Name Memory,Memory Capacity,Gpu,OpSys,Weight,Price_dollars,Discount,Star_rating,Rating,Review 
Lenovo,ThinkPad X1,2 in 1 Convertible,14,2560x1440,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.42,2486.8089999999997,7,3.8,8,1
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.63,319.12269999999995,26,4.7,3,1
Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,SSD,128GB,Intel HD Graphics 620,Windows 10,1.95,864.5129999999999,33,0.0,0,0
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.38,1439.7876999999999,12,4.1,1480,151
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,8,SSD,256GB,AMD Radeon R5 M420X,Windows 10,2,788.7347,25,4.0,31,3
HP,ZBook 17,Workstation,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,SSD,256GB,Nvidia Quadro M2200,Windows 10,3.14,2203.86777,30,4.5,18,3
Asus,Pro P2540UA-XS51,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.37,1172.9626999999998,24,4.5,271,24
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.29,1599.8826999999999,30,4.6,49,6
Dell,XPS 15,Notebook,15.6,3840x2160,Intel Core i5 7300HQ,2.5GHz,8,SSD,256GB,Nvidia GeForce GTX 1050,Windows 10,2.06,1866.7077,30,4.4,474,65
Dell,Latitude 3180,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200,1.1GHz,4,SSD,128GB,Intel HD Graphics 505,Windows 10,1.63,794.0712,24,4.5,861,116
HP,EliteBook 820,Netbook,12.5,1366x768,Intel Core i5 7300U,2.6GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.26,1482.4796999999999,3,4.6,34,6
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,2.1,832.4939999999999,21,0.0,0,0
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,1366x768,AMD A12-Series 9700P,2.5GHz,8,HDD,2048GB,AMD Radeon R7 Graphics,Windows 10,2.04,671.3317,16,4.2,165,34
Dell,Inspiron 7567,Gaming,15.6,3840x2160,Intel Core i7 7700HQ,2.8GHz,16,SSD,512GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1791.9967,7,4.4,698,74
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,1024GB,Nvidia GeForce 920M,Windows 10,2.4,649.9857,0,0.0,0,0
HP,Omen 17-an012dx,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,12,HDD,1024GB,AMD Radeon RX 580,Windows 10,3.74,1866.7077,28,4.8,22,3
MSI,GE72MVR 7RG,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,512GB,Nvidia GeForce GTX 1070,Windows 10,2.9,2577.5294999999996,39,0.0,0,0
Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,0.81,1599.8826999999999,20,4.5,144,16
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,1024GB,Nvidia GeForce GT 940MX,Windows 10,1.98,1025.6752999999999,20,4.5,1810,235
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,AMD Radeon R5 M420,Windows 10,2.18,842.9642129999999,27,4.6,26,1
Lenovo,Thinkpad T470s,Ultrabook,14,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.32,1984.1107,38,0.0,0,0
Razer,Blade Stealth,Ultrabook,12.5,3840x2160,Intel Core i7 7500U,2.5GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,1.29,1920.0727,23,0.0,0,0
HP,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,1.6GHz,4,SSD,16GB,Intel HD Graphics 400,Chrome OS,1.23,410.91049999999996,23,4.6,1067,145
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,128GB,Nvidia GeForce GTX 1060,Windows 10,4.36,2673.607846,19,0.0,0,0
Dell,Latitude 3480,Notebook,14,1366x768,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,1.76,805.8114999999999,28,4.7,25,4
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,2.1,522.8702699999999,40,0.0,0,0
Toshiba,Tecra X40-D-10Z,Ultrabook,14,1366x768,Intel Core i5 7200U,2.5GHz,4,SSD,128GB,Intel HD Graphics 620,Windows 10,1.25,1163.357,24,0.0,0,0
Lenovo,Thinkpad X1,Ultrabook,14,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.13,2667.1827,17,0.0,0,0
MSI,GL62M 7RD,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,SSD,256GB,Nvidia GeForce GTX 1050,Windows 10,2.4,1279.6926999999998,0,4.4,530,69
Lenovo,ThinkPad X1,Ultrabook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.13,2001.1874999999998,24,0.0,0,0
Toshiba,Satellite Pro,Notebook,14,1366x768,Intel Pentium Dual Core 4405U,2.1GHz,4,SSD,128GB,Intel HD Graphics 510,Windows 10,1.75,532.5826999999999,11,4.6,273,40
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.1,1449.3934,25,3.8,139,26
Dell,Latitude 3480,Notebook,14,1366x768,Intel Core i3 6006U,2GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,1.76,624.3705,5,4.2,77,7
Acer,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,1.6GHz,4,SSD,32GB,Intel HD Graphics 400,Chrome OS,1.35,378.89149999999995,24,4.4,105,10
Acer,Swift 3,Notebook,14,1920x1080,Intel Core i3 7100U,2.4GHz,8,SSD,128GB,Intel HD Graphics 620,Windows 10,1.5,660.6587,21,4.1,44,5
Razer,Blade Pro,Gaming,17.3,3840x2160,Intel Core i7 7820HK,2.9GHz,32,SSD,512GB,Nvidia GeForce GTX 1080,Windows 10,3.49,5869.0827,36,0.0,0,0
Lenovo,Thinkpad X1,Ultrabook,14,2560x1440,Intel Core i7 6600U,2.6GHz,16,SSD,512GB,Intel HD Graphics 520,Windows 10,1.1,2240.2626999999998,37,4.7,6,0
Asus,VivoBook Max,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,1024GB,Nvidia GeForce 920,Linux,2.1,553.9286999999999,25,0.0,0,0
Lenovo,Thinkpad T460,Notebook,14,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.7,1265.8177999999998,15,0.0,0,0
Lenovo,ThinkPad T470s,Notebook,14,1920x1080,Intel Core i5 7300U,2.6GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.32,1761.0449999999998,14,0.0,0,0
Dell,Alienware 15,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,3.21,2961.362599,9,4.1,191,27
Asus,Rog GL702VS-BA023T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,2.9,2581.7987,31,0.0,0,0
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U,2.4GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2.0,714.0237,35,3.0,4,1
Lenovo,N42-20 Chromebook,Notebook,14,1366x768,Intel Celeron Quad Core N3160,1.6GHz,4,SSD,16GB,Intel HD Graphics 400,Chrome OS,1.5,346.87249999999995,29,0.0,0,0
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,128GB,Intel HD Graphics 620,Windows 10,2.3,629.707,17,0.0,0,0
Asus,Rog GL702VM-GC017T,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,16,HDD,512GB,Nvidia GeForce GTX 1060,Windows 10,2.73,1920.0727,19,0.0,0,0
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,32,HDD,512GB,Nvidia GeForce GTX 1070,Windows 10,4.42,3279.6954969999997,4,4.5,134,22
HP,ProBook 470,Notebook,17.3,1600x900,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Nvidia GeForce 930MX,Windows 10,2.63,971.2429999999999,32,0.0,0,0
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,SSD,128GB,Intel HD Graphics 620,Windows 10,2.18,762.041527,23,3.8,139,26
HP,EliteBook 840,Ultrabook,14,1920x1080,Intel Core i7 6500U,2.5GHz,8,SSD,512GB,Intel HD Graphics 520,Windows 7,1.54,1995.8509999999999,7,3.5,23,6
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,4,SSD,256GB,AMD Radeon R5 M420,Windows 10,2.18,788.7347,23,2.8,4,2
HP,Chromebook X360,2 in 1 Convertible,11.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,32GB,Intel HD Graphics 500,Chrome OS,1.4,656.3895,31,4.7,108,24
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,512GB,Nvidia GeForce 940M,Windows 10,1.45,1095.0498,41,4.6,198,24
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.28,2430.2421,17,0.0,0,0
HP,EliteBook 840,Ultrabook,14,1920x1080,Intel Core i7 6500U,2.5GHz,8,SSD,512GB,Intel HD Graphics 520,Windows 10,1.54,1566.7964,23,0.0,0,0
HP,250 G6,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060,1.6GHz,4,SSD,128GB,Intel HD Graphics 400,No OS,1.86,319.12269999999995,19,0.0,0,0
Asus,Rog GL502VM-DS74,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,128GB,Nvidia GeForce GTX 1060,Windows 10,2.1,2026.8026999999997,21,0.0,0,0
Dell,Inspiron 5767,Notebook,17.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,1024GB,AMD Radeon R7 M445,Linux,2.83,923.2144999999999,28,0.0,0,0
Lenovo,ThinkPad T470p,Ultrabook,14,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,SSD,256GB,Nvidia GeForce GT 940MX,Windows 10,1.96,2031.0719,9,4.7,57,3
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Nvidia GeForce GTX 930MX,Windows 10,2.3,839.9650999999999,14,4.8,17,2
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,128GB,Intel HD Graphics 620,Windows 10,1.9,1008.5985,34,0.0,0,0
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,1.1GHz,4,HDD,1024GB,Intel HD Graphics 505,Windows 10,2,479.2177,27,0.0,0,0
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7600U,2.8GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.28,2731.2207,27,0.0,0,0
Dell,Inspiron 5368,Notebook,13.3,1920x1080,Intel Core i5 6200U,2.3GHz,8,HDD,1024GB,Intel HD Graphics 520,Windows 10,1.62,692.6777,20,0.0,0,0
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6006U,2.0GHz,4,HDD,1024GB,Intel HD Graphics 520,No OS,2.2,500.5637,33,0.0,0,0
Lenovo,ThinkPad E570,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.3,907.9094179999998,40,5.0,1,1
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i5 7300U,2.6GHz,8,SSD,256GB,AMD Radeon R7 M465,Windows 10,1.84,1439.7876999999999,38,4.4,77,15
Toshiba,Portege X30-D-10X,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,4,SSD,128GB,Intel HD Graphics 620,Windows 10,1.05,1371.4805,19,0.0,0,0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,1024GB,Nvidia GeForce GTX 1050,No OS,2.5,1085.4441,23,3.0,2,1
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7 7660U,2.5GHz,16,SSD,512GB,Intel Iris Plus Graphics 640,Windows 10,1.29,2390.752,18,4.5,1084,123
HP,Probook 450,Notebook,15.6,1920x1080,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,2.07,971.2429999999999,25,4.4,272,36
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366x768,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.2,1168.6934999999999,31,4.5,141,24
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.37,2081.2349999999997,32,0.0,0,0
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.56,962.7045999999999,26,0.0,0,0
Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,1024GB,Nvidia Quadro M620,Windows 10,2.23,1897.6593999999998,25,4.6,194,42
Lenovo,ThinkPad L570,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2.38,1126.0014999999999,23,4.7,9,2
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,4,HDD,1024GB,AMD Radeon R5 M430,No OS,2.2,511.2367,29,4.6,28,4
Toshiba,Tecra A50-D-11D,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.0,1481.4124,30,4.3,204,35
Lenovo,Thinkpad 13,Notebook,13.3,1920x1080,Intel Core i3 7100U,2.4GHz,4,SSD,180GB,Intel HD Graphics 620,Windows 10,1.44,784.4654999999999,34,4.3,32,6
Samsung,Notebook 9,Ultrabook,15,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,256GB,Nvidia GeForce 940MX,Windows 10,1.23,1973.4377,22,0.0,0,0
Dell,Latitude 7280,Ultrabook,12.5,1920x1080,Intel Core i7 7600U,2.8GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.6,1803.7369999999999,26,4.5,14,2
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,1.1GHz,4,HDD,1024GB,Intel HD Graphics 505,Linux,2,425.842027,36,4.7,14,1
Xiaomi,Mi Notebook,Ultrabook,13.3,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Nvidia GeForce 940MX,Windows 10,1.28,997.9254999999999,28,5.0,3,0
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,128GB,Nvidia GeForce 940MX,Windows 10,2.18,973.9112499999999,21,0.0,0,0
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,2.04,895.4646999999999,13,0.0,0,0
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,1.28,1814.4099999999999,22,0.0,0,0
HP,Pavilion x360,2 in 1 Convertible,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2.3,730.8870399999998,29,4.0,4,1
Asus,VivoBook L402NA,Notebook,14.1,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.65,371.4204,21,0.0,0,0
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,1920x1080,Intel Core i7 6500U,2.5GHz,8,HDD,1024GB,Nvidia GeForce 940MX,Windows 10,2.2,714.0237,35,4.2,44,12
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710,1.6GHz,4,HDD,500GB,Intel HD Graphics,Windows 10,2.2,393.83369999999996,25,4.2,61,13
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,1.28,1920.0727,0,0.0,0,0
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U,2.0GHz,4,HDD,1024GB,AMD Radeon R5 M420X,Linux,2.18,486.36860999999993,19,0.0,0,0
Asus,Rog GL753VD-GC082T,Gaming,17.3,1920x1080,Intel Core i5 7300HQ,2.5GHz,12,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.2,1462.09427,22,0.0,0,0
Acer,Chromebook C731-C78G,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,1.6GHz,4,SSD,32GB,Intel HD Graphics 400,Chrome OS,1.25,316.9881,34,0.0,0,0
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD A4-Series 7210,2.2GHz,4,HDD,500GB,AMD Radeon R3,Windows 10,2.8,404.50669999999997,33,0.0,0,0
HP,Probook 640,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,4,SSD,128GB,Intel HD Graphics 620,Windows 10,1.95,1350.1345,21,0.0,0,0
HP,Envy x360,2 in 1 Convertible,13.3,3200x1800,Intel Core i7 7500U,2.7GHz,16,SSD,256GB,Intel HD Graphics 620,Windows 10,1.42,1493.1526999999999,25,0.0,0,0
Samsung,Notebook 9,Ultrabook,15,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.17,1813.3427,0,0.0,0,0
Lenovo,ThinkPad T470s,Ultrabook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.32,1920.0727,0,0.0,0,0
MSI,GS73VR Stealth,Gaming,17.3,3840x2160,Intel Core i7 6700HQ,2.6GHz,16,HDD,512GB,Nvidia GeForce GTX 1060,Windows 10,2.43,2827.2776999999996,18,0.0,0,0
Toshiba,Portege X30-D-10V,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.05,1574.2675,26,4.2,18,4
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,1024GB,Nvidia GeForce GTX 1050Ti,Linux,2.62,991.5216999999999,0,0,0,0
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,1024GB,Nvidia GeForce 930MX,Windows 10,2.04,960.5699999999999,0,0,0,0
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U,2.0GHz,4,HDD,1024GB,AMD Radeon R5 M420X,Windows 10,2.18,655.3222,0,0,0,0
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7300U,2.6GHz,8,HDD,500GB,Intel HD Graphics 620,Windows 10,1.9,997.9254999999999,0,0,0,0
Dell,XPS 13,2 in 1 Convertible,13.3,3200x1800,Intel Core i7 7Y75,1.3GHz,8,SSD,512GB,Intel HD Graphics 615,Windows 10,1.24,2148.5816299999997,0,0,0,0
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,1920x1080,Intel Core i7 6820HK,2.7GHz,32,SSD,256GB,Nvidia GeForce GTX 980M,Windows 10,3.58,1365.0766999999998,0,0,0,0
Dell,XPS 13,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7Y75,1.3GHz,16,SSD,256GB,Intel HD Graphics 615,Windows 10,1.22,1759.9777,0,0,0,0
Lenovo,ThinkPad X1,Ultrabook,14,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.13,2186.8977,0,0,0,0
Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.95,2095.0992269999997,0,0,0,0
LG,Gram 15Z970,Ultrabook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,1.08,2240.2626999999998,0,0,0,0
HP,Elitebook 820,Netbook,12.5,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.26,1582.8058999999998,0,0,0,0
Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,1920x1080,Intel Celeron Dual Core 3205U,1.5GHz,4,SSD,16GB,Intel HD Graphics,Chrome OS,2.20,383.16069999999996,0,0,0,0
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,1920x1080,Intel Core i5 6300HQ,2.3GHz,8,HDD,128GB,Nvidia GeForce GTX 960M,Windows 10,2.6,842.0997,0,0,0,0
LG,Gram 14Z970,Ultrabook,14,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,0.98,2026.8026999999997,0,0,0,0
Dell,Latitude 5480,Notebook,14,1920x1080,Intel Core i5 7440HQ,2.8GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.6,1286.0964999999999,0,0,0,0
HP,Elitebook Folio,Ultrabook,12.5,3840x2160,Intel Core M 6Y75,1.2GHz,8,SSD,240GB,Intel HD Graphics 515,Windows 10,1.09,3308.6299999999997,0,0,0,0
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,6,SSD,256GB,Nvidia GeForce 940MX,Windows 10,2.2,842.0997,0,0,0,0
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Nvidia GeForce 930MX,Windows 10,2.04,1087.568027,0,0,0,0
Acer,Aspire E5-575,Notebook,15.6,1920x1080,Intel Core i3 7100U,2.4GHz,4,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.4,532.5826999999999,0,0,0,0
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,4,SSD,128GB,Intel HD Graphics 620,Windows 10,1.44,940.2913,0,0,0,0
HP,Probook 430,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.49,1024.608,0,0,0,0
MSI,GE72VR 6RF,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1706.6127,0,0,0,0
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,128GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.6,1439.7876999999999,0,0,0,0
MSI,GL62M 7RD,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.2,1195.279943,0,0,0,0
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,1024GB,AMD Radeon R5 M420,Windows 10,2.18,731.0898269999999,0,0,0,0
HP,EliteBook 850,Ultrabook,15.6,1920x1080,Intel Core i7 6500U,2.5GHz,8,SSD,256GB,AMD Radeon R7 M365X,Windows 10,1.84,1384.277427,0,0,0,0
HP,Envy 13-AB077cl,Ultrabook,13.3,3200x1800,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.39,1226.3276999999998,0,0,0,0
Toshiba,Tecra Z50-C-140,Notebook,15.6,1920x1080,Intel Core i7 6600U,2.6GHz,16,SSD,256GB,Nvidia GeForce 930M,Windows 10,2.4,2107.9175,0,0,0,0
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.37,1947.8224999999998,0,0,0,0
Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,1.95,779.0222699999999,0,0,0,0
Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.36,1761.0449999999998,0,0,0,0
HP,Probook 650,Notebook,15.6,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,2.31,1243.4044999999999,0,0,0,0
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.18,755.7124379999999,0,0,0,0
HP,ProBook 640,Notebook,14,1366x768,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,1.95,1226.3276999999998,0,0,0,0
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,1.1GHz,4,HDD,1024GB,Intel HD Graphics 505,Windows 10,2.2,329.79569999999995,0,0,0,0
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,1.26,1685.2667,0,0,0,0
HP,250 G6,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060,1.6GHz,4,HDD,1024GB,Intel HD Graphics 400,No OS,1.86,308.3429699999999,0,0,0,0
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,Intel Core i7 6560U,2.2GHz,16,SSD,1024GB,Intel Iris Graphics 540,Windows 10,1.3,1920.0727,0,0,0,0
